id,name,sku,price,regular_price,sale_price,on_sale,in_stock,categories,permalink,image_url
7112,Dental Sterilizer,,140000.00,150000.00,140000.00,True,True,MEDICAL EQUIPMENT; NOVEMBER BLACK FRIDAY 2025,https://alphasurgicals.co.ke/product/dental-sterilizer/,https://alphasurgicals.co.ke/wp-content/uploads/2024/10/dental-sterilizer.jpg
7111,Centrifuge 8 Tubes,,10000.00,10000.00,10000.00,False,True,LABORATORY EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/centrifuge-8-tubes/,https://alphasurgicals.co.ke/wp-content/uploads/2024/10/CENTRIFUGE-8T.jpg
7109,Oxygen Concentrator 10L,,100000.00,100000.00,100000.00,False,False,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/oxygen-concentrator-10l/,https://alphasurgicals.co.ke/wp-content/uploads/2024/10/concentrator-10l.jpeg
7108,Single Arm Theatre Light LED,,200000.00,200000.00,200000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/single-arm-theatre-light-led/,https://alphasurgicals.co.ke/wp-content/uploads/2024/10/single-arm-lamp.jpg
6755,Pediatric Littmann Classic II Stethoscope,,4000.00,6000.00,4000.00,True,True,MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/pediatric-stethoscope-littmann/,https://alphasurgicals.co.ke/wp-content/uploads/2024/07/stethescope.png
6745,Blood Bank Fridge,,100000.00,100000.00,100000.00,False,True,LABORATORY EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/blood-bank/,https://alphasurgicals.co.ke/wp-content/uploads/2024/07/blood-bank-image.png
6744,Hydraulic ABS Baby Cot,,40000.00,40000.00,40000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/hydraulic-abs-baby-cot/,https://alphasurgicals.co.ke/wp-content/uploads/2024/07/hydraulic-baby-crib.jpg
6742,Electric Operating Table,,300000.00,300000.00,300000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/electric-operating-table/,https://alphasurgicals.co.ke/wp-content/uploads/2024/07/OT-ELECTRIC.jpg
6741,Sterilization Gauze Drum (6*9),,3000.00,3000.00,3000.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/gauze-drum-large/,https://alphasurgicals.co.ke/wp-content/uploads/2024/07/drum-large.jpg
6740,Digital Vertical Autoclave 50L,,200000.00,200000.00,200000.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/digital-autoclave-50l/,https://alphasurgicals.co.ke/wp-content/uploads/2024/07/Ls-50ld-autoclave.png
6701,Sputum Containers,,6.50,6.50,6.50,False,True,LABORATORY EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/sputum-containers/,https://alphasurgicals.co.ke/wp-content/uploads/2024/06/sputum.jpeg
6482,Fiber Otoscope,,7000.00,7000.00,7000.00,False,True,,https://alphasurgicals.co.ke/product/fiber-otoscope/,https://alphasurgicals.co.ke/wp-content/uploads/2024/04/fiber-otoscope.jpg
6461,Polypot,,2.50,2.50,2.50,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/polypot/,https://alphasurgicals.co.ke/wp-content/uploads/2024/03/Polypots.png
6458,Penguin Sucker,,500.00,500.00,500.00,False,True,MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/penguin-sucker/,https://alphasurgicals.co.ke/wp-content/uploads/2024/03/penguin-sucker.jpg
5514,Cerebral Palsy Child Walker,,48000.00,50000.00,48000.00,True,True,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/cerebral-palsy-walker/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/cp-walker.png
5513,Reclining Electric Wheelchair,,130000.00,130000.00,130000.00,False,True,HOME CARE EQUIPMENT; NOVEMBER BLACK FRIDAY 2025; WHEELCHAIRS,https://alphasurgicals.co.ke/product/reclining-electric-wheelchair/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/electric-reclining-scaled-1.jpg
5512,Standard Electric Wheelchair,,100000.00,100000.00,100000.00,False,True,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/standard-electric-wheelchair/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/standard-wheelchair.jpg
5511,Toilet Raiser,,5500.00,5500.00,5500.00,False,True,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/toilet-raiser/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/toilet-raiser.jpg
5510,Walking Frame With Seat,,12000.00,12000.00,12000.00,False,True,HOME CARE EQUIPMENT; WALKING FRAMES; WHEELCHAIRS,https://alphasurgicals.co.ke/product/walking-frame-with-seat/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/walker-with-seat.jpg
5509,Walking Frame With Castors Pediatric,,4000.00,4000.00,4000.00,False,True,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/walking-frame-with-castors-pediatric/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/pediatric-walker-with-castors.jpg
5508,Walking Frame Without Castors Pediatric,,3500.00,3500.00,3500.00,False,True,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/walking-frame-without-castors-pediatric/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/Walking-frame-without-pediatric.jpg
5507,Single Arm Theatre Light LED with Battery,,220000.00,220000.00,220000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/led-operating-light-with-battery/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/LED-with-battery-1.jpeg
5506,Ceiling Operating Light- Halogen,,80000.00,80000.00,80000.00,False,True,,https://alphasurgicals.co.ke/product/ceiling-operating-light-halogen/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/celing-light-1.jpg
5505,Orthopedic 4 Crank Hospital Bed,,120000.00,140000.00,120000.00,True,True,HOME CARE EQUIPMENT; HOSPITAL BEDS; MEDICAL EQUIPMENT; NOVEMBER BLACK FRIDAY 2025,https://alphasurgicals.co.ke/product/orthopedic-patient-bed/,https://alphasurgicals.co.ke/wp-content/uploads/2025/10/2048-202006171045147101.jpg
5504,Single Arm Theatre Light Halogen with Stand,,80000.00,80000.00,80000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/mobile-operating-light-halogen/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/halogen-2.jpg
5503,Single Arm Theatre Light LED with Stand.,,200000.00,200000.00,200000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/led-operating-light/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/mobile-led.jpg
5502,Lab Rotator Mixer,,17000.00,17000.00,17000.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/laboratory-rotator-mixer/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/Rotator-mixer.jpg
5501,Eye Pad- Sterile,,1000.00,1000.00,1000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/eye-pad-sterile/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/eye-pad-sterile.jpg
5500,ESR tubes,,100.00,100.00,100.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/esr-tubes/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/esr-tubes.jpg
5499,ESR Stand,,1500.00,1500.00,1500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/esr-stand/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/ESR-stand.jpg
5498,Dental Handpiece,,4000.00,4000.00,4000.00,False,False,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/dental-handpiece/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/LED-Light-High-Speed-Dental-Handpiece.jpg
5496,Dental Carving Set,,4000.00,4000.00,4000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/dental-carving-set/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/dental-carving-set.jpg
5495,Foldable Commode Seat,,8000.00,8000.00,8000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/foldable-commode-seat/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/commode-chair-foldable.jpg
5494,Height Board,,8000.00,8000.00,8000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/height-board/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/Height-board.jpg
5493,Infant Incubator with Four Widows,,250000.00,250000.00,250000.00,False,True,MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/infant-incubator-with-four-widows/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/incubator-four-ports.png
5492,Open Arm Elbow Crutches,,2000.00,2000.00,2000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/open-arm-elbow-crutches/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/open-arm-elbow-crutch.jpg
5491,Medicine Trolley 3 Shelves,,15000.00,15000.00,15000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/medicine-trolley-3-shelves/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/medicine-trolley-3-shelves.jpg
5489,Portable Digital Baby Scale- With Height,,5500.00,5500.00,5500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/portable-baby-scale-digital/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/PORTABLE-INFANT-SCALE.jpeg
5488,Ripple Mattress Tube Shape,,10000.00,10000.00,10000.00,False,True,HOME CARE EQUIPMENT; HOSPITAL BEDS; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/ripple-mattress-tube/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/ripple-mattress-tube.png
5459,TENS Machine,,3000.00,3000.00,3000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/tens-machine/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/TENS-MACHINE.jpeg
5456,Height Adjustable Shower Chair,,8000.00,8000.00,8000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/height-adjustable-shower-chair/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/shower-chair.jpg
5455,Plastic Nurse Watch,,300.00,300.00,300.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/plastic-nurse-watch/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/nurse-watch.jpg
5454,Walking Stick with Seat,,2000.00,2000.00,2000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/walking-stick-with-seat/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/walking-stick-seat.jpg
5453,Foldable Walking Stick,,1500.00,1500.00,1500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/foldable-walking-stick/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/foldable-walking-stick.jpg
5452,Canes for the Blind,,1500.00,1500.00,1500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/canes-for-the-blind/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/blind-cane.jpg
5451,Patient Transfer Wheelchair Manual,,37000.00,37000.00,37000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/patient-transfer-wheelchair/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/patient-transfer-chair.jpg
5450,Vital Sign Patient Monitor,,70000.00,70000.00,70000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/vital-sign-monitor/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/vital-sign.jpg
5449,Dental Chair (Integrated) in Kenya,,350000.00,370000.00,350000.00,True,True,MEDICAL EQUIPMENT; NOVEMBER BLACK FRIDAY 2025,https://alphasurgicals.co.ke/product/dental-chair-in-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/dental-chair.png
5448,Digital Water Bath 12 Litres,,17000.00,17000.00,17000.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/water-bath/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/water-bath-12-l.png
5447,Double Arm Theatre LED Light,,350000.00,350000.00,350000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/operating-led-light/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/LED-theatre-lamp-a.jpg
5446,Hydraulic Operating Theatre Table,,260000.00,260000.00,260000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/operating-table/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/operating-table.jpg
5445,Infant Radiant Warmer with Phototherapy,,270000.00,270000.00,270000.00,False,True,MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/infant-radiant-warmer/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/infant-radiant-warmer.jpg
5444,5 Crank Electric Hospital Bed,,160000.00,200000.00,160000.00,True,True,HOME CARE EQUIPMENT; HOSPITAL BEDS; NOVEMBER BLACK FRIDAY 2025,https://alphasurgicals.co.ke/product/electric-five-function-bed/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/WhatsApp-Image-2025-11-13-at-13.15.40-1.jpeg
5426,Drying Oven Kenya,,35000.00,35000.00,35000.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/drying-oven-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/drying-oven-2-scaled-1.jpg
5425,Nurse Watch Metallic,,500.00,500.00,500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/nurse-watch/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/heart_smiley.jpg
5424,MUAC Tape,,200.00,200.00,200.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/muac-tape/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/MUAC.png
5423,Manual Resuscitator,,3000.00,3000.00,3000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/manual-resuscitator/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/ambu-bag-1.jpg
5422,Patella Hammer,,500.00,500.00,500.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/patella-hammer/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/patella-hammer-1.jpg
5421,Pen Torch- Kenya,,500.00,500.00,500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/pen-torch-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/pen-torch-11.jpg
5419,Single Arm Theatre Light Halogen,,85000.00,85000.00,85000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/theatre-light/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/celing-light.jpg
5418,Alcohol Swabs-Kenya,,200.00,200.00,200.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/alcohol-swabs-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/SWABS.jpg
5416,Otoscope,,5500.00,5500.00,5500.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/otoscope/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/opthamoscope.jpg
5415,Portable Oxygen Concentrator,,70000.00,70000.00,70000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/oxygen-concentrator-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/8f-concentrator.jpg
5414,Digital Weight and Height Scale,,16000.00,16000.00,16000.00,False,True,HOME CARE EQUIPMENT,https://alphasurgicals.co.ke/product/digital-weight-and-height-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/dwh.jpg
5413,Manual Fridge Thermometer,,500.00,500.00,500.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/fridge-thermometer/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/FRIDGE-THERMOMETER.jpeg
5412,Micropipette &#8211; TopPette Pipettor,,3500.00,3500.00,3500.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/micropipette/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/micro-pipette.png
5411,Measuring Tape,,300.00,300.00,300.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/tape-measure/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/tape-3.webp
5410,Aneroid Blood Pressure Monitor,,850.00,850.00,850.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/aneroid-blood-pressure-machine/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/aneroid-2.jpg
5409,Electrocardiograph (ECG) 12 Channel,,130000.00,130000.00,130000.00,False,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/electrocardiograph-12-channel/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/zoncare-12-channel-ecg-machine-portable-u90.jpg
5408,Syringe Pump,,60000.00,70000.00,60000.00,True,True,MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/syringe-pump/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/SP.png
5407,3 Crank Manual Hospital Bed,,80000.00,80000.00,80000.00,False,True,HOME CARE EQUIPMENT; HOSPITAL BEDS; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/hospital-bed-three-function/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/3_FUNCTION_HOSPITAL_BEDS-removebg-preview.png
5384,Portable First Aid Box,,1500.00,1500.00,1500.00,False,True,,https://alphasurgicals.co.ke/product/portable-first-aid-box/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/11.jpeg
5383,Portable Oxygen Concentrator 5 Litres,,70000.00,70000.00,70000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/portable-oxygen-concentrator-5lts/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/oxygen_concentrator-removebg-preview.png
5382,Vein Finder,,10000.00,10000.00,10000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/vein-finder-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/vein_finder-removebg-preview.png
5381,Baby Manual Weighing Scale,,4500.00,5000.00,4500.00,True,True,MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/baby-manual-weighing-scale/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/baby-manual-weight-and-height-1-scaled-1.jpg
5380,On Call Plus Blood Glucose Monitoring System,,3500.00,3500.00,3500.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/on-call-plus-blood-glucose-monitoring-system/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/On-Call-Plus-Machine.jpeg
5379,3 Function Electric Hospital Bed,,160000.00,200000.00,160000.00,True,True,HOME CARE EQUIPMENT; HOSPITAL BEDS; MEDICAL EQUIPMENT,https://alphasurgicals.co.ke/product/electric-3-function-hospital-bed-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/electric-3-bed.webp
5378,Slimming Belt,,4500.00,4500.00,4500.00,False,True,,https://alphasurgicals.co.ke/product/slimming-belt/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/vibro-shape-wear.jpg
5377,Silicone Full Insole,,3500.00,3500.00,3500.00,False,True,,https://alphasurgicals.co.ke/product/silicone-full-insole/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/26-scaled-1.jpg
5376,Lumbar Support,,3500.00,3500.00,3500.00,False,True,,https://alphasurgicals.co.ke/product/lumbar-support/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/44-scaled-1.jpg
5375,Knee Brace,,3500.00,3500.00,3500.00,False,True,,https://alphasurgicals.co.ke/product/knee-brace/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/knee-brace-amend.jpeg
5374,Arm Sling,,1600.00,1600.00,1600.00,False,True,,https://alphasurgicals.co.ke/product/arm-sling/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/31-scaled-1.jpg
5373,Ankle Support-Socks,,1000.00,1000.00,1000.00,False,True,,https://alphasurgicals.co.ke/product/ankle-support-socks/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/ankle-support-1.jpeg
5372,Knee Support,,1000.00,1000.00,1000.00,False,True,,https://alphasurgicals.co.ke/product/knee-support/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/knee-support-amend.jpeg
5371,Commode Chair with Padded Seat,,13000.00,13000.00,13000.00,False,False,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/unfoldable-commode-seat/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/691-commode-seat.jpg
5370,Hospital Monitor Stand,,35000.00,35000.00,35000.00,False,True,HOME CARE EQUIPMENT; MEDICAL EQUIPMENT; OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/monitor-stand-mobile/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/monitor-stand-1.png
5368,Dressing Trolley,,10000.00,10000.00,10000.00,False,True,OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/dressing-trolley/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/dressing-trolley-3.jpg
5367,Mayo Trolley,,8500.00,8500.00,8500.00,False,True,OPERATING THEATRE EQUIPMENT,https://alphasurgicals.co.ke/product/mayo-trolley-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/mayo.jpg
5366,Rollator Walker with Seat,,11000.00,11000.00,11000.00,False,True,HOME CARE EQUIPMENT; WHEELCHAIRS,https://alphasurgicals.co.ke/product/rollator-walker/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/Rollator-1.jpg
5365,Urine Containers 60ml Kenya,,12.00,12.00,12.00,False,True,LABORATORY EQUIPMENT,https://alphasurgicals.co.ke/product/urine-and-stool-containers-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/CONTAINER-1.jpg
5364,Colostomy Bags Kenya,,350.00,350.00,350.00,False,True,HOME CARE EQUIPMENT; NOVEMBER BLACK FRIDAY 2025,https://alphasurgicals.co.ke/product/colostomy-bags-kenya/,https://alphasurgicals.co.ke/wp-content/uploads/2024/02/COLOSTOMY-BAGS.jpg
